Tabela síntese - Scopus,,,,,,,,,,,,
(a) n. do estudo,"Citação (Autor et al., Ano)",Título do Artigo (conforme Lista de origem),QP1 - Como a literatura sobre Interação Humano-Dados (IHD) evoluiu em conceito e prática na última década (2014-2024)?,QP2 - Quais são as principais diferenças entre as abordagens teóricas e as implementações práticas relatadas na literatura nos últimos dez anos (2014-2024)?,QP3 - Quais lacunas na pesquisa atual são recorrentemente citadas nos estudos?,"QP4 - Antes da abordagem de IHD, havia alguma abordagem para facilitar o entendimento sobre a gestão de dados em aplicações?",QP5 - Qual é a importância de aplicação da IHD no contexto de Smart City?,,"QPS1 - Quais métodos de avaliação (ex: testes de usabilidade, eye-tracking) são usados para medir a eficácia da IHD?",QPS2 - Quais elementos de sistemas IHD ajudam usuários inexperientes digitalmente a entender melhor os dados?,QPS3 - Os estudos de caso testaram algum framework utilizando IHD?,QPS4 - De que forma fatores etnicos-culturais podem influenciar na forma de aplicação da IHD?
113,"Cabitza et al., 2020","Cabitza F., Locoro A., Batini C. Making Open Data more Personal Through a Social Value Perspective: a Methodological Approach. (2020) Inform","Expande o escopo para a apropriação social da informação. Na prática, exige a transformação de dados secundários institucionais em ""dados terciários"", reduzindo propositalmente a complexidade para adequá-los ao Letramento em Dados em cenários cotidianos de leigos.","Teoricamente, o ecossistema de Dados Abertos Governamentais (ODG) foi arquitetado para prover total transparência pública. Na prática, o Estado limita-se a ""despejar"" tabelas massivas sob uma lógica puramente contábil e administrativa, ignorando por completo as barreiras do Letramento em Dados do cidadão médio.","Número criticamente reduzido de investigações empíricas focadas em testar interfaces que elevem a legibilidade dos Dados Abertos Governamentais (ODG) e, sobretudo, que consigam medir o valor social real destas iniciativas abertas.","A abertura de dados públicos era tratada estritamente como uma obrigação maçante de TI: o Estado limitava-se a realizar o ""despejo"" de grandes tabelas (arquivos CSV brutos) na web para cumprir a lei contábil, sem projetar uma interface cívica amigável.",Defende que as métricas extraídas de vias e quarteirões urbanos (como taxas de violência ou colisões veiculares abertas) se tornam fúteis a não ser que os residentes consigam extrair interpretações que aprimorem organicamente os seus ritos e comportamentos viários locais.,,Utiliza validação puramente Empírica e Quantitativa estruturada sob formulários (Survey) de percepção interativa. O diagnóstico foi fechado utilizando o rigoroso Teste Binomial e os Testes Não Paramétricos de Mann-Whitney para assegurar relevância estatística.,Defende a personalização de nível básico: o sistema deve adaptar a exibição (tabelas resumidas vs. infográficos) dependendo do perfil do usuário para prevenir a sobrecarga de informação (information overload).,Propõe e testa metodologicamente um framework de 5 etapas (desde a seleção do conjunto de dados até a provisão de painel adaptativo) para a gestão de dados abertos.,Resultados provaram que grupos demográficos exigem aplicações distintas: mulheres valorizam mais a clareza e intuitividade gráfica; jovens preferem tabelas estruturadas; e usuários leigos valorizam ranqueamentos sociais de satisfação acima de métricas puramente técnicas.
117,"Vasconcelos et al., 2020","José Viterbo L.V., Barcellos R., Bernardini F., Salgado L., Trevisan D. Investigating communicability issues in the open data manipulation f","Transita do estudo exclusivo das telas de exibição para a auditoria contínua de todo o fluxo invisível de manipulação (limpeza, fusão, disseminação). Na prática, foca em mitigar as quebras sistêmicas precoces que castram a Autonomia do Usuário.","Enquanto o discurso teórico enaltece os Dados Abertos Governamentais (ODG) como motores de inteligência cívica, a prática em portais estatais expõe interfaces desorganizadas, links quebrados e arquiteturas de informação obscuras, sufocando a participação popular pela fadiga técnica.","Sobrecarga cognitiva exaustiva na etapa pré-visualização. A principal lacuna processual ocorre na fase obscura de limpeza e junção dos dados, etapa que atua como barreira técnica impedindo que não especialistas encontrem informações úteis.",A estratégia teórica de Dados Abertos Governamentais (ODG) resumia-se à postagem passiva: o governo hospedava arquivos brutos em diretórios partindo da premissa ingênua de que a mera disponibilidade técnica de downloads culminaria automaticamente na compreensão e cidadania.,"ital para mitigar o atrito civil perante portais municipais e infraestruturas regionais de fomento tecnológico, transformando a montanha impenetrável de metadados gerenciais da prefeitura em aplicações cívicas úteis à tomada de decisões diárias.",,"O estudo avaliativo apoia-se firmemente no clássico Método de Inspeção Semiótica (SIM). Posteriormente, testou a veracidade dos achados teóricos através de uma Triangulação Exógena baseada em testes empíricos de tarefas aplicados em 10 usuários ativos.","Recomenda sinais metalinguísticos (tutoriais eficientes), organização lógica em signos estáticos (ordem alfabética/categorias intuitivas) e ferramentas de visualização integradas diretamente no portal.","Testou a aplicação da teoria da Engenharia Semiótica (método SIM) voltada especificamente para o contexto da IHD, avaliando portais de dados abertos reais.","Foca no Brasil (Lei de Acesso à Informação) e na peculiaridade do ranking nacional de dados abertos, embora não isole variáveis étnicas ou de classe durante os testes práticos com universitários."
121,"Coleti et al., 2020","Coleti T.A., Corrêa P.L.P., Filgueiras L.V.L., Morandini M. TR-Model. A Metadata Profile Application for Personal Data Transparency. (2020)","Evolui dos densos jargões jurídicos de políticas de privacidade para Ferramentas de Ampliação de Transparência (TETs) pragmáticas. Anula o modelo submisso ""tudo ou nada"", instituindo painéis de Visualização Pessoal que viabilizam a Autonomia do Usuário.","A doutrina jurídica define perfeitamente o que a empresa deve mostrar ao usuário. Na prática da engenharia de software, a omissão regulatória sobre como exibir essa informação resulta em transparência técnica maliciosa e jargões indecifráveis, inviabilizando totalmente a verdadeira Autonomia do Usuário.",Inexistência sistêmica de uma padronização de design patterns e carência de um conjunto mínimo de metadados focados puramente na compreensão do indivíduo comum para viabilizar o Letramento em Dados.,"O controle informacional residia nas tradicionais ""Políticas de Privacidade"": longas muralhas de textos puramente jurídicos, redigidas para criar exaustão cognitiva, cujo único propósito era blindar a corporação de litígios e não instruir a Autonomia do Usuário.",NÃO RESPONDE,,"Indica que a auditoria em sistemas transparentes necessita avaliar explicitamente as ""Dimensões da Qualidade da Informação"" mediante o uso de questionários operacionais e ensaios monitorados em cenários de ambiente controlado submetidos a usuários finais da população-alvo.","Propõe a substituição de documentos jurídicos por design modular: fichas cadastrais de atores, fluxos visuais do destino do dado e painéis categorizados por ""Propósito de Uso"" e ""Transferência"".","Testou o TR-Model, um framework de Perfil de Aplicação de Metadados (MAP) com cinco entidades (Atores, Propósito, Dado Pessoal, Transferência e Autonomia do Usuário).","Adverte que ícones e símbolos de transparência devem ser aplicados com cautela, pois a eficácia semântica de imagens, cores e formatos é profundamente afetada por perspectivas culturais distintas."
122,"Lockwood, 2020","Lockwood M. An Accessible Interface Layer for Self-Sovereign Identity. (2020) Frontiers in Blockchain, 3, art. no. 609101.",Transita da submissão passiva aos monopólios centralizados (Big Techs) para a defesa ativa da Identidade Autossoberana (SSI). Adota arquiteturas de carteiras digitais (wallets) para devolver a posse e a Autonomia do Usuário sobre rastros digitais.,"A teoria sustenta que devolver ao titular as chaves de acesso irrestrito emancipa a sociedade. A prática expõe o ""Paradoxo do Mecanismo de Limite"", revelando que o peso cognitivo e o atrito interativo gerados por gerenciar individualmente contratos de criptografia afugentam a esmagadora maioria do público.","Ausência de modelos mentais e metáforas operacionais para o público leigo compreender a criptografia. A lacuna é a incapacidade de traduzir conceitos complexos como ""identificadores imutáveis"" numa arquitetura que garanta a Autonomia do Usuário.","A arquitetura digital imperante apoiava-se no monopólio relacional assimétrico centralizado: servidores corporativos detinham o controle opaco das identidades, enquanto a usabilidade oferecia apenas botões simpáticos que camuflavam o abismo do fluxo de extração.",NÃO RESPONDE,,"O estudo escora-se na metodologia iterativa Practice-led Research (Pesquisa Guiada pela Prática de Estúdio), abarcando a fase de Modelagem Conceitual, construção esquemática de UI (Wireframes) e validação através de grupos focais interativos organizados unicamente com especialistas seniores de UX/UI.","Sugere reduzir a carga cognitiva através de ""Políticas de Usuário"" (Overarching User Policies) ou ""Redes de Confiança"" (Trust Networks), onde o cidadão aprova apenas decisões críticas e delega rotinas para agentes inteligentes.","Desenvolve e propõe a estrutura do Ecossistema de Dados Centrado no Humano e o Mecanismo de Limite Soberano, testando-os através de wireframes conceituais.","Discute como a complexidade de gerir a própria privacidade através de sistemas descentralizados exclui parcelas da sociedade que não possuem o mesmo nível de letramento digital, criando barreiras de classe e educacionais."
127,"De Almeida & De Castro Salgado, 2019","De Almeida M.C.G., De Castro Salgado L.C. Investigating Google dashboard's explainability to support individual privacy decision making. (20","Evolui da mera apresentação estética de informações para a materialização do Direito à Explicação (XAI). Na prática, deixa de apenas desenhar gráficos para exigir a explicação exata da lógica algorítmica e das consequências previstas pelas leis (LGPD/GDPR).","Teoricamente, o discurso mercadológico corporativo simula a entrega irrestrita do painel de controle. Na prática, as interfaces são arquitetadas sobre ""padrões sombrios"" (dark patterns); opções como ""pausar rastreamento"" funcionam como ilusões de ótica, sabotando ativamente a legalidade e a Autonomia do Usuário.","Dificuldade crônica em materializar a transparência obrigatória na era do Big Data, visto que as decisões algorítmicas baseiam-se em correlações estatísticas opacas (""caixas pretas""), impossibilitando frequentemente a geração de explicações causais.","O paradigma legal de ""notificação completa"" assumia erroneamente que soterrar o internauta com um volume exaustivo de texto de contrato gerava transparência. A IHD provou que tal avalanche literária apenas fomenta a aceitação inerte por esgotamento.","Escudo ético para o cidadão no epicentro do ""urbanismo de plataformas"" (Big Techs de mapeamento). Age alertando os residentes de que os percursos executados livremente a pé pelas calçadas são devorados, parametrizados e leiloados para servir como propaganda comercial geolocalizada.",,"O estudo combinou a Inspeção Semiótica (MIS) atuando longitudinalmente por 5 dias contra o sistema. Seguidamente, operou um Estudo Empírico Intra e Inter-sujeitos onde 4 indivíduos relataram os atritos sistêmicos por meio de ""diários de uso"" controlados metodologicamente.","Foca na explicação contrafactual e transfactual: o sistema IHD deve explicar dinamicamente as consequências futuras da negativa do consentimento (ex: ""se pausar aqui, perderá dicas de trânsito em tempo real"").","Testa a eficácia do Google Dashboard sob a ótica dos frameworks de IHD, avaliando a capacidade de explicar a lógica e as consequências das decisões automatizadas.","Aborda a ""Dependência de Contexto"": as regras de privacidade variam conforme a situação social e são aprendidas com o tempo, baseadas em critérios culturais, motivacionais e situacionais únicos de cada indivíduo."
143,"Coleti et al., 2019","Coleti T.A., Morandini M., Vilela Leite Filgueiras L., Pizzigatti Correa P.L., de Oliveira I.G., de Barbosa C.R.S.C. Design Patterns to Supp","Transita da teoria jurídica imaterial para a formulação de padrões de design móvel práticos. Supera o abismo deixado pela LGPD/GDPR, desenvolvendo arquiteturas visuais compactas para que o titular exerça Letramento em Dados em telas de dimensões reduzidas.","Enquanto a teoria da conformidade apoia-se em contratos de adesão textuais burocráticos, a implementação prática das heurísticas da IHD converte esses documentos estáticos em ""linhas do tempo interativas"", desenhadas como mapas de metrô, visualizando passo a passo a trajetória das informações do titular.","Tensão insolúvel entre conformidade e ergonomia móvel: o desafio contínuo de transpor as vastas quantidades de texto burocrático exigido pelas leis de proteção de dados para a área limitada de uma ""tela pequena de celular"" mantendo alta UX.",A submissão à coleta de dados ocorria pela ausência de resumos gráficos. O titular assumia invariavelmente uma postura submissa e inerte ao ter que enfrentar muralhas legais ocultadas estrategicamente em telas de clique rápido nas lojas de aplicativos.,"Essencial num ambiente urbano inundado de dispositivos espiões: fornece a topologia (via mapas interativos) de onde cada sensor (da catraca do metrô às câmeras dos postes) encontra-se alojado, explicitando abertamente o endereço jurídico dos Controladores responsáveis perante a população.",,"O estudo pautou a eficácia do seu modelo através da Avaliação Heurística Mobile restrita (executada por 7 especialistas de avaliação), onde cada avaliador classificou severidades relativas a seis heurísticas ergonômicas para diagnosticar a usabilidade e fluidez das telas desenhadas.","Propõe o uso de padrões de design como ""Linhas do Tempo"" interativas para visualizar a jornada do dado e a barra de ""Período de Uso"" (Thresholds) para que o usuário veja visualmente quanto tempo falta para o dado expirar.","Propõe o desenvolvimento de interfaces Android baseadas em ferramentas de transparência (TETs), testando princípios de UX e design focado em telas móveis.",NÃO RESPONDE
146,"Barreto et al., 2018","Barreto P., Salgado L., Viterbo J. Assessing the communicability of human-data interaction mechanisms in transparency enhancing tools (2018)","Transita de debates teóricos sobre vigilância para a engenharia pragmática de Ferramentas de Ampliação de Transparência (TETs). Incorpora botões deslizantes, cartões e filtros para viabilizar a interrupção visual instantânea de coletas abusivas e salvaguardar a Autonomia do Usuário.","A teoria da IHD demanda Legibilidade, Ação e Negociabilidade sistêmicas. Auditorias práticas revelam o desmembramento industrial proposital desses pilares: as empresas permitem a exclusão do dado (ação superficial), mas mascaram a fórmula algorítmica e suprimem as interfaces de negociação em tempo real.","Choque de interesses inegociável entre a ética de Legibilidade da IHD e o imperativo de segredo industrial das empresas de tecnologia (propriedade intelectual dos algoritmos), paralisando a total transparência processual no mercado.","As auditorias das aplicações limitavam-se a perseguir a ""Usabilidade Clássica"" (satisfação, tempo de clique no botão), ignorando as métricas de Comunicabilidade Ética (se o sujeito efetivamente assimilou quem iria explorar seu rastro vital após o clique).",NÃO RESPONDE,,"O estudo valida o seu sucesso combinando a triagem de software operada pelo Método de Inspeção Semiótica (SIM) com potentes Entrevistas Qualitativas (em formato pós-teste prático), consolidando a exatidão via modelo matemático de Triangulação de Dados.","Propõe o uso de ""Cards"" organizacionais com logotipos familiares, ""Modais"" de aviso sobre consequências imediatas e botões deslizantes de semáforo (Verde/Amarelo/Vermelho) para bloqueio intuitivo de rastreamento.","Testou a teoria da IHD nas ferramentas ativas Google MyActivity e Privacy Badger, cruzando os resultados com o Método de Inspeção Semiótica.","Demonstra que a barreira idiomática anula a IHD imediatamente, como visto em usuários que não puderam utilizar ferramentas de privacidade por não dominarem o idioma em que a interface foi construída."
160,"Seidelin et al., 2018","Seidelin C., Dittrich Y., Grönvall E. Data work in a knowledge-broker organisation: How cross-organisational data maintenance shapes human d","Evolui da perspectiva puramente individualista do titular isolado para a gestão em rede de ecossistemas corporativos complexos. Na prática, insere o nível organizacional no debate, tratando os ""corretores de conhecimento"" como peças centrais do Letramento em Dados institucional.","A teoria inicial focava no controle solitário e vertical do indivíduo sobre seu repositório de informações. Contudo, a prática operacional expõe que arquivos sofrem mutações constantes em planilhas comunitárias, provando que a Autonomia do Usuário depende inegociavelmente da governança organizacional colaborativa.","Cegueira disciplinar no campo ao ignorar a dimensão interinstitucional (""cross-organizational""). Focar isoladamente na interação unilateral mascara a complexidade mutável de como os dados são cruzados nos bastidores por múltiplos atores corporativos.","As disciplinas clássicas de Ciência da Informação estudavam organicamente as rotinas documentais interorganizacionais, porém careciam de uma auditoria técnica baseada em interfaces sistêmicas que informasse de maneira direta o cidadão afetado por essas burocracias.","Exige uma malha organizacional clara (intermediada pelo modelo ""Knowledge-Broker"") perante os gigantescos cruzamentos metropolitanos, evitando a asfixia administrativa sobre um cidadão cujos rastros estão espalhados pelas áreas de saúde, trânsito e bilhetagem unificada de sua metrópole.",,"A investigação seguiu o escopo metodológico rigoroso da Pesquisa-Ação (Action Research), fundindo e estruturando os achados resultantes de 20 horas metódicas de observação silenciosa in loco, 15 entrevistas semiestruturadas com analistas e workshops tangíveis de cocriação cívica.","Utiliza ícones físicos (objetos de fronteira) e cartões de papel para que trabalhadores organizem e desenhem conexões, aumentando o Letramento em Dados através da manipulação tátil da estrutura do banco de dados.","Aplica o modelo clássico de IHD de Mortier como base, mas testa a integração da IHD com o framework de ""Objetos de Fronteira"" (Boundary Objects) para explicar como dados são usados em contextos organizacionais.","Demonstra como a cultura organizacional define o que é um ""dado legível"". Em um conflito real, empregadores exigiam categorização por empresa, enquanto trabalhadores insistiam em organizar dados por CPF, provando que a legibilidade é uma construção social e política."
162,"Roberts & Lyons, 2017","Roberts J., Lyons L. The value of learning talk: applying a novel dialogue scoring method to inform interaction design in an open-ended, emb","Transita metodologicamente de avaliações de usabilidade clínica fechadas (testes individuais pré/pós) para investigações de forte cunho sociocultural. Demonstra que a compreensão emerge do diálogo entre usuários, enquadrando o Letramento em Dados como fenômeno cinestésico e coletivo.",O ideário teórico da interação física previa que telas de corpo inteiro catalisariam radicalmente a aprendizagem de dados. A prática em ambientes informais (museus) provou o oposto: usuários operando tablets com controles padronizados (pinçar/deslizar) despenderam menos energia decifrando a máquina e pontuaram mais no engajamento conversacional.,"Dificuldade crônica e ausência de ferramentas estatísticas fidedignas capazes de avaliar se, em ambientes não dirigidos, um leigo realmente aprendeu ou adquiriu Letramento em Dados através do diálogo com interfaces informacionais não lineares.","A museologia e os ambientes educacionais pautavam-se no clássico ""modelo de transmissão em massa"": painéis gráficos fixos nas paredes impunham fatos consolidados de forma autoritária à visitação passiva, bloqueando qualquer interatividade crítica na exploração.",NÃO RESPONDE,,"Utiliza metodologia empírica severa de Teste A/B (in situ operado em painéis públicos) e formula do zero o método analítico SQuILD. Este método decodifica ativamente o diálogo desordenado dos usuários, classificando turnos de fala caóticos em vetores interativos sob cinco ordens estritas de relevância cognitiva.","Utiliza controles familiares (baseados em Legacy Biases) e a personalização extrema, permitindo que o usuário projete o seu próprio bairro ou demografia na interface para criar identificação imediata.","Testa o framework metodológico SQuILD sobre exibições interativas, utilizando testes in-situ para segmentar conversas em ""Unidades de Ideia"" e validar a eficácia da interação.","Aponta que a forma como dados demográficos (raça, ancestralidade, status social) são rotulados em censos cria desafios de design, pois categorias rígidas frequentemente falham em refletir as nuances de como as pessoas vivenciam sua própria etnia."
169,"Koesten et al., 2017","Koesten L.M., Kacprzak E., Tennison J.F.A., Simperl E. The trials and tribulations of working with structured data - A study on information ","Evolui do foco exclusivo em consultas SQL/estruturadas para a experiência do usuário e o comportamento de busca de informação, propondo um modelo empírico de Interação Humana com Dados Estruturados composto por cinco pilares: Tarefas, Busca, Avaliação, Exploração e Uso, evidenciando a IHD como processo iterativo de sensemaking, não linear.","Diverge entre o design teórico de portais (baseado em metadados para descoberta) e a prática de busca dos usuários: a qualidade heterogênea dos metadados dificulta a busca, levando usuários a recorrer ao Google ou a redes pessoais em vez do buscador interno. A limpeza de dados pelos provedores (teoria) frequentemente exclui informações de contexto e qualidade que os usuários (prática) consideram essenciais.","Aponta a falta de conhecimento sobre como pessoas pesquisam, compreendem e usam dados estruturados online, a ausência de ferramentas de validação automática, a indefinição de em que etapa da busca exibir metadados/proveniência sem gerar sobrecarga cognitiva, e a carência de modelos de comportamento de busca e taxonomias de tarefas centradas em dados.","Antes da IHD aplicada a dados estruturados, o campo apoiava-se em tecnologias de Recuperação de Informação (IR) voltadas a documentos não estruturados, modelos genéricos de busca exploratória (Kuhlthau, Wilson), estudos de IHC focados na usabilidade de consultas a bancos de dados, e ferramentas de Visual Analytics/Sensemaking como os relation browsers de Marchionini.","Não usa o termo Smart Cities diretamente, mas trata de portais governamentais de dados abertos (ex.: data.gov.uk), espinha dorsal de cidades inteligentes. A IHD garante usabilidade dos dados públicos para que jornalistas, pesquisadores e cidadãos auditem decisões e compreendam ramificações urbanas, sem o que os dados permanecem inacessíveis fora de contexto.",,"Métodos mistos: 20 entrevistas semiestruturadas com profissionais de dados (análise temática) e Análise de Logs de Pesquisa via Google Analytics no portal data.gov.uk, com mais de 100 mil consultas, medindo páginas de destino, tempo de sessão, taxa de saída, refinamentos e profundidade de pesquisa.","Sugere sumários estatísticos e amostras (previews) nos resultados de busca, visualizações interativas de tendências, filtros em linguagem comum em vez de SQL/SPARQL, e documentação clara da proveniência do dado (histórico de coleta e limpeza) para gerar confiança.","Framework for Human Structured-Data Interaction, validado por entrevistas e logs, com cinco pilares iterativos: Tarefa, Busca, Avaliação, Exploração e Uso.","Não investiga fatores étnico-culturais; os autores reconhecem a homogeneidade da amostra (17 de 20 participantes homens, 16 de 20 no Reino Unido) como limitação, reforçando a lacuna sobre apropriação da IHD em populações mais diversas ou no Sul Global."
171,"Hutton & Henderson, 2017","Hutton L., Henderson T. Beyond the EULA: Improving Consent for Data Mining (2017) Studies in Big Data, 32, pp. 147 - 167.","Evolui de um manifesto teórico acadêmico para consolidar-se como ferramenta robusta de auditoria ética. Na prática, aplica os pilares de IHD para criminalizar formatos de consentimento abusivos como o EULA (""Eu concordo""), defendendo a Autonomia do Usuário frente ao Big Data.","Na teoria do Direito Civil contratual, os Acordos de Licença (EULA) blindam juridicamente o consentimento. A aplicação da IHD expõe na prática a fraude dessa premissa: sem legibilidade visual ou chance real de edição de permissões, a concordância é apenas uma imposição de monopólio que tritura a Autonomia do Usuário.","Paradoxos do consentimento: a lacuna legal em validar autorizações prévias para a Mineração de Dados, visto que é impossível prever inferências futuras. Outra falha é a tensão entre ""precisão contínua do consentimento"" e ""fadiga cognitiva"".","As primeiras legislações estatais (ex: UK, 1984) usavam as rudimentares ""caixas de seleção"" criadas para combater operadores de telemarketing; este modelo obsoleto de Consentimento Único Assegurado foi infelizmente transplantado e enrijecido dentro da era predatória do Big Data.","Antídoto jurídico e arquitetônico indispensável para mitigar a catástrofe de ""vigilância em massa"" promovida passivamente pelo mapeamento histórico comportamental (clusters) dos indivíduos que habitam ou transitam perante painéis sensores de ruas monitorizadas.",,"Executa o rigoroso Estudo de Usuário quantitativo. Para aferir a solidez protetiva e validade estatística do sistema proposto, rastrearam o tempo consumido contra a eficácia do processo, formulando os gráficos de dispersão algorítmicos (scatterplots) que provaram a redução tangível da estafa civil em 41%.","Implementa o ""Consentimento Dinâmico"" baseado na norma social: o sistema mapeia o comportamento do grupo e para de incomodar o usuário caso ele aja conforme a norma, solicitando permissão apenas em pontos de exceção (granularidade).","Testa um framework de consentimento baseado em Integridade Contextual, provando que mapear normas sociais reduz drasticamente a carga cognitiva (burden) e mantém a precisão do consentimento.","Utiliza a teoria da Integridade Contextual: as trocas de informação são guiadas por normas sociais locais. Uma ""violação de integridade"" ocorre quando um sistema ignora a cultura de confiança (ex: norma médico-paciente) ao inserir terceiros como intermediários de diagnóstico."
173,"Jones et al., 2017","Jones R., Sailaja N., Kerlin L. Probing the design space of usable privacy policies: A qualitative exploration of a reimagined privacy polic","Transita da mera redação simplificada de contratos textuais para a geração de ""Feedbacks Viscerais"" no Privacy by Design. Na prática, exibe visualmente ao sujeito a exata predição comportamental que a empresa formatou e armazenou, de modo preventivo à aceitação do termo.","O modelo teórico clássico apoia-se no tripé ""Aviso e Escolha"", alicerçando a farsa do consentimento pleno. Na prática comercial, um contrato de software cotidiano possui densidade redatorial superior a peças teatrais inteiras, provando que o consentimento informado opera apenas como alavanca de exaustão legal contra o consumidor.","Abismo processual e total desconexão departamental entre a área jurídica que redige os termos normativos e as equipes de Design (UX/UI) responsáveis por desenhar a interface com o sujeito, resultando em transparência artificial punitiva.","O mercado apoiava-se no estratagema cínico do ""Aviso e Escolha"" (Notice and Choice). Ao impor páginas de jurisdição prolixa acopladas a botões forçados de aceite digital, a indústria blindava juridicamente a extração sistemática à revelia do Letramento em Dados do internauta.",NÃO RESPONDE,,"O estudo uniu metodologicamente Prototipação a uma pesquisa empírica qualitativa de cunho provocativo, criando uma ""situação chamariz"" ilusória (para evitar viés comportamental de Hawthorne). Avaliadores acompanharam métricas de clique imperceptíveis antes de revelarem a real finalidade em entrevistas guiadas.","Recomenda Informação em Camadas (esconder detalhes em menus circulares), Pré-visualização Gráfica (simular o que será coletado em gráficos de pizza) e linguagem 100% conversacional.","Testa um framework de ""Negociabilidade"" (Pacotes de Dados). Ao invés do binário Aceito/Não Aceito, o usuário escolhe pacotes granulares, provando a preferência dos usuários pela autonomia na escolha do nível de compartilhamento.","Aborda fatores de neurodivergência e socioeconômicos: participantes com dislexia, por exemplo, superaram barreiras de leitura apenas quando a IHD utilizou design visual e em tópicos (bullet points), provando a necessidade de design inclusivo."
174,"Meireles & Hornung, 2016","Meireles P.E.L.R., Hornung H. Human values in human-data interaction (2016) ACM International Conference Proceeding Series, Part F128046, ar","Documenta a evolução semântica do campo: da ""manipulação visual de bases de dados"" (2011) para o mapeamento dos rastros sistêmicos. A prática evolui da engenharia técnica em direção a uma abordagem axiológica inegociável, pautada nos Valores Humanos feridos pela extração invisível.","Na promessa teórica, o Big Data pavimentaria uma utopia de transparência e democratização algorítmica civil. A prática consolida o cenário oposto (os Três Paradoxos): extrações corporativas clandestinas, achatamento da identidade humana aos moldes mercantis e o aparelhamento estatal sobre a sociedade vulnerável.",Dificuldade sistêmica em tratar os Valores Humanos como algo auditável em algoritmos (Wicked Problem). A lacuna persiste em como aplicar métodos éticos sensíveis a valores em arquiteturas onde a interface com o cidadão é invisível ou distribuída em sensores urbanos.,NÃO RESPONDE.,Fiel garantidor do livre trânsito cívico: demonstra o grau letal com que os monitores operacionais da cidade (semáforos conectados e máquinas de venda automáticas interligadas a GPS) corroem ativamente e sorrateiramente o anonimato na praça pública sob os falsos argumentos de conveniência.,,"Por ser primariamente teórico, este estudo prescreve orientações empíricas em vez de conduzir sessões clínicas. A metodologia recomendada clama pelo desenvolvimento de 'coleções de cenários de invasão hipotéticos', cujo objetivo seria balizar testes interativos com leigos em frentes críticas de pesquisa de Autonomia do Usuário.",NÃO RESPONDE,NÃO RESPONDE,NÃO RESPONDE
175,"Chowdhury et al., 2016","Chowdhury S.N., Dhawan S. HDI based data ownership model for smart cities (2016) 2016 International Conference on Recent Trends in Informati",Expande o raio de ação informacional das telas estáticas de celulares para o tecido e a materialidade da Internet das Coisas (IoT) urbana. Consolida-se como a lente ética necessária para reposicionar o sujeito como centro inabalável das decisões automatizadas em Cidades Inteligentes.,"A retórica de governança teórica proclama a necessidade de conceder controles abstratos de privacidade ao cidadão. A prática contesta a inércia desenhando arquiteturas tangíveis operacionais, indo de redutos restritos de segurança à monetização via Pay per Usage, devolvendo valor governamental direto à Autonomia do Usuário.",Enigma operacional crítico no coração das Smart Cities: o impasse técnico em balancear a eficiência agressiva do macroprocessamento dos serviços urbanos com a garantia inviolável da anonimização de informações comportamentais vulneráveis do cidadão.,NÃO RESPONDE.,"Imprescindível regulação basilar do espaço urbano moderno. Demonstra inequivocamente que, se as Smart Cities não parametrizarem um plano diretor amparado pelos fundamentos de licença da IHD, a intimidade da rotina dos cidadãos cederá espaço irreparável perante a automação e rastreabilidade urbana massivas.",,"Usou método avaliativo populacional denso em formato sociológico (Survey) de larga escala, distribuído a mais de 3.000 perfis civis. Posteriormente, chancelou e afunilou qualitativamente o mar de dados cívicos recolhidos operando a metodológica Análise Delphi, submetendo os dados em comitê paritário (composto por acadêmicos e líderes de base).","Propõe a tradução da governança abstrata em uma relação comercial de consumo clara, utilizando modelos de ""Pagamento por Uso"" para que o cidadão entenda que está negociando um dado pontual.","Testa o ""Framework de Propriedade de Dados Baseado em IHD"" cruzando modelos de propriedade (do restrito ao irrestrito) com as necessidades dos 12 setores vitais de uma cidade inteligente.","Baseia-se em necessidades da Índia, coletando dados demográficos, rendimentos e hábitos (consumo de energia) que definem quais modelos de compartilhamento a cultura local aceita em troca de remuneração financeira direta."
